s1_id,other_id,other_source,s1_name,other_name,s1_address,other_address,s1_country,other_country,label
S1-353305356,S2-254586929,S2,Digital Business Private Limited,Kukatpally Buildhome,"Bihar, Chakki, Buxar, C/O Ravindra Kumhar, Vill, Sowan, Sowanblock-Dumraon","Telangana, H.NO.02-23-J-101 , PLOT NO: 101, JAL VAYU VIHAR, KUKATPALLY",India,India,0
S1-699362279,S3-245209265,S3,Ram Infra Private Limited,Pvt Foundation Kanak Tours Ltd,"Delhi, B-49 Ashoka Niketan Opposite Yamuna Sports Complex, East Delhi, Delhi","H.no 102 54, Dehradun, N/A, TN",India,India,0
S1-472289255,S3-437538519,S3,Shiv Agro Pvt Ltd,শিব অ্যাগ্রো প্রাইভেট লিমিটেড,"Howrah, Ashutosh Chowdhury Avenue, Kolkata, Kolkata, 1/1, West Bengal","1/1, Ashutosh Chowdhury Avenue, Kolkata, পশ্চিমবঙ্গ, Howrah",India,India,1
S1-350524044,S2-237637904,S2,Lucky Coffee LLC,"GREER, NESSI FRESH CRYPTO INC","14334 Pioneer Road, Unit UNIT 17, Apple Valley, CA","011 Sunnygate Dr, SPRING, TX",US,US,0
S1-64573046,S2-805565723,S2,Internal Medicine Clinic of North Reading LLC,PLLC Shifflett Capital Mmsfires,"8 Jill Circle, North Reading, MA","487 MCJUNKIN STREET, IN, COLUMBIA CITY",US,US,0
S1-781016679,S3-623964335,S3,Jensen Creative Athene,abagaelblausteinphd.com,"320 Elm Street, Minonk, IL","Chantilly Court, Manlius, New York",US,US,0
S1-670279659,S3-708243185,S3,Aditora Mediatech,Swastik It Public Limited,"Pune, Pune City, Maharashtra, Sno6/24Flatno 3 Sainagar, Shivshankar Mitra Mandal","RJ, Cc-c-15, Jaipur",India,India,0
S1-592417780,S2-863028971,S2,Gray Aluminium Pvt Ltd,Ace Products Private Limited,"Devnagar, Matrichhaya, Ayodhyapath Rd No-1, Po-Manoharpur, Kachhuara, Patna, Bihar","MIG #14, NETA JI SUBHASH C B NAGAR, GORAKHPUR, Uttar Pradesh",India,India,0
S1-937453653,S3-862918881,S3,Real Labs Co,Passim (Rea1ty),"No.20, Vinayaga Nagar K.K.Nagar, Madurai, Tamil Nadu","49-C, Delhi, South Delhi, दिल्ली",India,India,0
S1-166784897,S3-779847781,S3,Seventh Security Pvt Ltd,Seventh Security Pvt,"148, Valluvar Kottam High Road Nungambakkam, Chennai, Tamil Nadu","#57 148, Valluvar Kottam High Road Nungambakkam, Chennai, TN",India,India,1
S1-75486035,S2-698847055,S2,Maid Bike Shop,>> patriotpantages.com,"103 G Street, Unit B517, Washington, DC","0018151 GOLF LANE, CULPEPER COUNTY, VA",US,US,0
S1-574906037,S3-592268463,S3,Premier Finance Private Limited,பிரீமியர் ஃபைனான்ஸ் பிரைவேட் லிமிடெட்,"Tamil Nadu, Chennai, 36/12/3, Ponniamman Koil Street, Kottur","36/12/3, Ponniamman Koil Street, Kottur, Chennai City Region, Chennai, TN",India,India,1
S1-584719085,S2-398092402,S2,Health Initiative LLC,Valley Stellar,"925 Stone Church Road, Stone Church, WV","036941 CHESTNUT RIDGE ROAD, ELYRIA, OH",US,US,0
S1-801999332,S3-980094164,S3,Prairie Salon Inc,Zamudio Fargo  Lakeside Inc,"2430 Highway 49, West Helena, AR","308 Broad Ave, Virginia, Winchester",US,US,0
S1-972329796,S3-997283174,S3,JZK Acp Inc,JZK Acp Incorporated,"7510 200th Street, Clear Lake, IA","200st St, Mount Vernon Township, Iowa",US,US,1
S1-318246737,S2-942303283,S2,South Exports Limited,South Exports  Limited,"Delhi, North Delhi, Delhi, House No 15, Floor 1St, Block-18, Shakti Nagar, New Delhi","HOUSE NO 15, FLOOR 1ST, BLOCK-18, SHAKTI NAGAR, NEW DELHI, DELHI, दिल्ली",India,India,1
S1-50643154,S3-385602198,S3,Patriot Ridge Tree LLC,"C0rnerstone Materials Networks, LLC","519 Broad Street, Weymouth, Unit 302, MA","Incorporated, Illinois, Pioneer Rd, Unit 204",US,US,0
S1-647377565,S3-265474732,S3,Lotus Care Private Limited,எஸ்எஸ் Developers லிமிடெட்,"Tamil Nadu, Madras, No19, Rajaji Salai, Chennai","##3, Old No.11, 3Rd Floor, State Bank Of India Officers Colony, First Street, Chennai, Maduravoyal, TN",India,India,0
S1-901272067,S3-779234232,S3,Unique Projects Private Limited,Tech Private  Limited Services,"3 Kakad Chambers132 Dr A B Road Worli, Mumbai, Maharashtra","H.no 430 16/236, Pathanamthitta, കേരളം",India,India,0
S1-375872132,S3-841394520,S3,Hari Technology Private Limited,SCHEMATIC CONSULTANTS PRIVATE LIMITED,"Flat No. 208, Tower 37 Jaypee Kosmos Sector 134, Noida, Gautam Buddha Nagar, Uttar Pradesh","Gali No.d/06 Hem Sngh Ki Pared, Bhind, Gwalior, MP",India,India,0
S1-106378272,S3-921900517,S3,"Nash, Rea & Tookes Sunstone Inc.",Felipe (Brown),"2371 Castle Pines Court, Hamilton, OH","1794c 63, Town Of Almena, Wisconsin",US,US,0
S1-204358397,S3-447392644,S3,Sfi & Co,Anand,"Building No. V/179-D, Kalagramam, Chuzhali-Nediyanga Road, Taliparamba, Kannur, Kerala","Plot No.215, Ground Floor, Near Mirpur F.P. School, Baruipur Road, Vill & Po- Daulatabad, Bishnupur, South 24 Parganas, West Bengal",India,India,0
S1-13119483,S2-282838285,S2,Pediatric Dentistry Partners LLC,Pediatric Dentistry Partners,"143 Mary Street, Unit Apartment 102, Syracuse, NY","1-5 MARY ST, SYRACUSE, NY",US,US,1
S1-520666254,S2-822508319,S2,Advanced Automation Systems LLC,"Barnes, Davis and Parker Inc","1027 Lockbourne Road, Columbus, OH","130  MAIN STREET, TRAPPE BOROUGH, PA",US,US,0
S1-992280777,S3-483541744,S3,Frontier Institute VI,Sterling Materials,"125 Hassler Road, Crossville, TN","Covington Heights Cir, # 112, Winston-Salem, North Carolina",US,US,0
S1-917200464,S3-582633646,S3,Pylon Developers Private Limited,Dr Aditya Logistics  Private Limited,"150 Ft Ring Road Sheetal Park, Opp Aspire Building, Rajkot, Gujarat","No 007 Sf D Block Shopping Arcade, South City Ii, Gurgaon, HR",India,India,0
S1-673008006,S3-11652032,S3,Pioneer Intelligent Inc,"... Bales,-Maribelle, D.O. Inc","1077 29th Street, San Bernardino, CA","4720 Courtney Lane, Raleigh, North Carolina",US,US,0
S1-68818318,S2-792837950,S2,Dental Care L.L.C.,Guenna's Dynamic Painting LP,"165 Cyrus Futrell Road, Chinquapin, NC","1903- BAILEY ST, HOUSTON, TX",US,US,0
S1-39548589,S3-892972472,S3,Shubha Constructions Pvt Ltd,सुप्रीम इंडस्ट्रीज रेस्टोरेंट प्राइवेट लिमिटेड,"Govind Sharan Agrawal Main Market, Farah, Mathura, Uttar Pradesh","Khasra No.38/18-23, N.h.-1 Near Santosh Janak Dharam Kanta, New Delhi, दिल्ली",India,India,0
S1-940193322,S3-984981471,S3,Loia,Roseanne's Improvements Home  Cornerstone,"900 78 Kinzie Street, Riverton, IL","2625-D Northgate Boulevard, Fort Wayne, Indiana",US,US,0
S1-628942281,S3-772619231,S3,Craven Heritage Bioworks LLC,Little Auto  Bmoldoy,"MD, 703 Margo Road, Dundalk","6033 Bethany Home Rd, Unit 1110, Glendaale, Arizona",US,US,0
S1-390570550,S3-243284010,S3,Blue Finance Private Limited,एपेक्स जय बिल्डर्स प्रोविजन लिमिटेड,"82/B, Raja Ram Mohan Roy Road, Kolkata, Kolkata, Howrah, West Bengal","C/o Gulshan Kumar 227/42A. Arya Puri, Muzaffarnagar, उत्तर प्रदेश",India,India,0
S1-179278568,S2-274071925,S2,Express Apparel Dynamics LLC,Business Biomedical  Networks P.L.L.C.,"8638 Harvest Lane, Dubuque, IA","26 Shoreham Rd, MASSAPEQUA, NY",US,US,0
S1-172857228,S3-658442161,S3,Continental Beacon Interprivate,glenburniearts.com,"1766 Wincasset Court, Beecher, IL","203 Queen Anne Rd, GLEN Burnie, Maryland",US,US,0
S1-557997870,S2-106931199,S2,Bengaluru Farmers,Healthcare Naman Foods Group Private,"No. 1584, Bengaluru, 36Th Cross, 100 Ft Ring Road Bsk Ii Stage, Bangalore, Karnataka","258 , 3RD FLOOR PKT 7, SECTOR 23, ROHINI, DELHI, Delhi",India,India,0
S1-814943264,S2-668376481,S2,Cleveland Womens Health Associates,Hedge's  Precision Recruiting,"10823 Notre Dame Avenue, Cleveland, OH","AMBOY ST, BROOKLYN, NY",US,US,0
S1-459054407,S3-789782687,S3,Huber and Martin LLC,Huber and Miaiint LLC,"16 Casa Bella Way, Plymouth, MA","16 Casa Bella Way, Plymouth, Massachusetts",US,US,1
S1-792070300,S2-730174996,S2,Fion Inc,FION INC,"707 Flynn Road, OK, Waukomis","07 FLYNN RD, OK, WAUKOMIS",US,US,1
S1-755443055,S2-730180034,S2,Prairie Desert Future LLC,SOUTH ACE HLOGRAM LLC,"444 Wmc Drive, Unit 100, Westminster, MD","5814 61ST DRIVE, MARYSVILLE, WA",US,US,0
S1-217545992,S2-39046792,S2,Fresh Education Corporation,Beacon Dyamic Short Inc,"1406 Langley Place, Fairfax County, VA","1040 WILEY PARDUE RD, ASHLAND CITY, TN",US,US,0
S1-504090947,S2-913612884,S2,Bangalore Pharma Pvt Ltd,तिरुपति प्रोडक्ट्स प्रा. लि.,"No.2152/11, D Block, 8Th Main Road Sahakaranagar, Bangalore, Karnataka","H NO A-91 UG/F, NEW DELHI, WEST DELHI, दिल्ली",India,India,0
S1-316523890,S2-712950116,S2,Cascade Trust IV Associates,MIDWEST GLOBAL [LLC],"171 Cuttawa Lane, Andersonville, TN","PMB 3303, MESA, AZ, 748 FRASER DRIVE",US,US,0
S1-858865380,S3-269862053,S3,Lethia Todd Wheeler LLC,Christ Cathedral Holdings,"10052 Forest View Place, Montgomery Village, MD","24 Ballard Smith Ln, Cloverport, Kentucky",US,US,0
S1-505184221,S3-422256371,S3,Williams Energia Care,cortney smith glass llc,"1334 Marvin Court, Gilbert, AZ","3104 164nd Ln, Andover, Minnesota",US,US,0
S1-360752280,S3-445519543,S3,Cornerstone Hospitality Partners,Penny Walker Electricity Co,"135 Firestone Street, Lackawanna, NY","130 Mount Auburn St, PO Box 4771, Cambrideg, Massachusetts",US,US,0
S1-925735653,S3-71629108,S3,Colonial Kochav,YB Pioneer Westgate,"4320 North Street, East Montpelier, VT","6915 Langston Dr, Austin, Texas",US,US,0
S1-911839106,S2-126610218,S2,Custom Wholesale Services,4074 View Ave Apartments  Highland LP Center,"8880 Kari Lane, Bremerton, WA","#88 CEDAR STREET, DOBBS FERRY, NY",US,US,0
S1-239144276,S3-686895882,S3,Green Integrated Mobility Inc,Green Íntegrated Mobility Inc,"MD, 867 Blue Goose Road, Friendsville","867. Blue Goose Road, Friendsville, Maryland",US,US,1
S1-91960345,S2-855407532,S2,Kea Inc,Kea Inc,"2288 Regency Woods Drive, Lisle, IL","IL, LISLE, 2288- REGENCY WOODS DRIVE",US,US,1
S1-809998848,S2-811258716,S2,Money Marketing Pvt Ltd,Services Minerva Limited,"Gat No.2/1, Near Phc, Niphad, Nashik, Maharashtra","HOUSE NO 1401 VIVEKANAND NAGAR, SULTANPUR, Uttar Pradesh, SULTANPUR",India,India,0
S1-760347656,S3-190134077,S3,East Jain Food Private Limited,ईस्ट जैन फूड प्राइवेट लिमिटेड,"Kh No. 597, Delhi Meerut Road, Ghaziabad, Uttar Pradesh","Kh No. 597, Ghaziabad, UP",India,India,1
S1-885501810,S3-725620329,S3,India Amrita Solutions Care,Bombay Consulting LLP,"12, Shelar House, Borba Devi Nagar, Devnar, Mumbai, Maharashtra","Block G-215 5, Netaji Subhas Road, Kolkata, Kolkata, Howrah, Kolkata, WB",India,India,0
S1-316229965,S2-992972906,S2,Cardiology Premier Care Associates Inc,Deque Ltd,"2516 Kinfolk Drive, FL, Alford","143-13C FARMERS BOULEVARD, JAMAICA, NY",US,US,0
S1-548554389,S3-710010412,S3,Finer Holdings,PUNJAB CHITS INDUSTRIES PRIVATE LÍMITED LÍMITED #35919,"No.1-35/5, Plot No.6-B, Near Sridevi Theatre, Chandranagar, Hyderabad, Telangana","Door No 102 & 102 Alfa Estate39 G T Road Jalandhar, Punjab, Civil Lines Jalandhar, ਪੰਜਾਬ",India,India,0
S1-117048151,S2-867917083,S2,Rapid Transit Laboratories,>> Rapid Tbnsminit Laboratories,"1539 Coleman Road, Knoxville, TN","539 COLEMAN RD, KNOXVILLE, TN",US,US,1
S1-620149695,S3-298893610,S3,Top Cassettes (India) Private Limited,Chiranjivi Motors  Private,"Madhya Pradesh, East Nimar, C/O Dharmendra Pratap Singh, Gram - Pandhana Tehsil - Pandhana, Khandwa, Khandwa","B/108, Thane, Dombivli East, MH",India,India,0
S1-698634635,S2-239688290,S2,"Oncology Care Associates, LLC","Oncology Associates, Care LLC","Unit 30, Trail, 27766 62, OR","OR, TRAIL, 27766 62",US,US,1
S1-903136996,S2-745292113,S2,Ma Bitcoin,Highland Eco Llc,"11618 Aries Drive, Fort Washington, MD","64. Grinnell Road, BROCKTON, MA",US,US,0
S1-127591641,S3-579880243,S3,Great Preparatory Academy LLC,greatpreparatoryacademy.com,"1649 Pershing Avenue, Phoenix, AZ","1649-1651 Pershing Ave, Phoenix, Arizona",US,US,1
S1-462363928,S3-510122246,S3,Bombay Tech Private Limited,[Ltd] Kaveram Asia,"N.H.-8, Opposite B.P. Petrol Pump Piparda, Rajsamand, Rajasthan","203 Janeav Katra Muttasil, Dalmau Tahsil Lalganj, Raebareli, Lalganj, उत्तर प्रदेश",India,India,0
S1-184235936,S3-469260870,S3,Highland Ministries,Interfaith Mnsmiires,"7746 Duncan Gap Road, Wise County, VA","410 Cedar Place, <NULL>, Pilot Rock, Oregon",US,US,0
S1-503571927,S2-289676687,S2,Best Properties Private Limited,Angel Sports Prhsae Limited,"S No 249/3 Cts No 3928 Diwakar Chowk, Sudarshan Nagar, Pune City, Pune, Maharashtra","ఆంధ్రప్రదేశ్, DR NO:57-9-10, A-3 VIGNESH TOWERS, E6 GOGINENI PURNA CHANDAR RAO STREET, VIUAYAWADA",India,India,0
S1-251389132,S3-328703336,S3,"Antonella Davis, Esq.","Antonella Davis,","11975 Dogwood Road, Carthage, MO","11975 Dogwood Road, Carthage, Missouri",US,US,1
S1-903858770,S2-833465122,S2,Varun & Sons Clinic,varunsonsclinic.com,"South Delhi, 39 Okhla Indl Estate, New Delhi, Phase-Iii, Delhi","NO 39- OKHLA INDL ESTATE, PHASE-III, NEW DELHI, Delhi",India,India,1
S1-324178568,S3-13412164,S3,Economic Development Initiative II,Dorothee Morris Harbor,"N169W20240 Chateau Drive, Village Of Jackson, WI","Blackwell Lane, Aurora, Illinois",US,US,0
S1-713728012,S2-448816974,S2,Sanchez Superior Fashion Inc,Darcee Norris  Express,"322 Happy Lane, Hendersonville, NC","KINGWOOD CITY, 2851 SANDBERRY DRIVE, TX",US,US,0
S1-111221358,S2-959257664,S2,Verric Trailblazer Corp,GREGORY INPOINT,"7740 Surrey Road, Holbrook, AZ","1479- 67, GRAHAM, TX",US,US,0
S1-758539100,S2-748322242,S2,Silver Technology Private Limited,Real Construction Pvt (Limited),"Rajasthan, Bikaner, Ward No. 14 Lakhara Chowk Nokha","402, BLDG-C-RAHEJA HEIGHTS, GOKULDHAM NR. FILM CITY, MALAD EAST, Maharashtra",India,India,0
S1-89982203,S2-132596670,S2,Gulf Association VI Inc,Fan's Sotuboons,"16201 Cumberland Cove Road, Madill, OK","WOOTEN TRAIL, ROYSE CTY TOWNSHIP, TX",US,US,0
S1-641958717,S2-236329665,S2,"Pamosoft Trust, LLC","Pamosoft Trust,","173 Arabian Court, Valparaiso, IN","173 ARABIAN COURT, VALPARAISO, IN",US,US,1
S1-831919661,S3-667517058,S3,Vision Care Associates,"Sowder, Schuh and Paul","3814 Blairwood Street, High Point, NC","717 Madras Hwy, Unit 9, Prineville, Oregon",US,US,0
S1-954428399,S2-530916231,S2,"Atlantic Management, LLC",Clevenger-Magna Inc,"2317 Balderrain Lane, Tumacacori, AZ","SAN BERNARDINO, 200 HARRISON CANYON ROAD, CA",US,US,0
S1-268174379,S2-709186468,S2,Wincon Consultancy Limited,बॉम्बे लॉजिस्टिक्स प्राइवेट लिमिटेड,"Surat, Gujarat, Ring Road, C-4407 Kohinoor Textile Market, Surat","SCO 21, 2ND FLOOR, SWASTIK VIHAR 2ND FLOOR, MANSA DEVI COMPLEX (MDC), SEC, TOR 5, PATIALA, PANCHKULA, Haryana",India,India,0
S1-180534995,S3-900692398,S3,Hoffman Silicon Inc.,Northern LLC Services,"1134 Old Sevierville Pike, Seymour, TN","901 Oak St, Unit #207, Portland, Oregon",US,US,0
S1-784317377,S3-63149309,S3,Hyderabad (india) Private Limited,Natasha Solutions  Private Limited,"H.No:2-56/2/19, Near Thanda Khanamet Village, Madhapur, Hyderabad, Telangana","Ad-d/190, Sakltlake, North 24 Parganas, পশ্চিমবঙ্গ",India,India,0
S1-838289575,S2-975341901,S2,Blue Consulting Private Limited,குஜராத் ஃபைனான்ஸ் எல்எல்பி,"9-B, Rishi Nagar Hisar, Haryana, Hisar, Hissar, Haryana","4-40/9, KARTHIKEYAN COMPLEX, SIRUVANI MAIN ROAD, POLLUVAPATTI, COIMBATORE, Tamil Nadu",India,India,0
S1-299326343,S2-752893027,S2,South Minerals,"Franke Harbors,","251 74 Street, Brooklyn, NY","4674 WALFORD RD, WARRENSVILLE HEIGHTS, OH",US,US,0
S1-145475413,S2-855448792,S2,Phoenix Infra Private Limited,Kolhapur Limited Private Maa,"W/O Rakesh Kr.Bhardwaj, Barola Ssc Public School, Noida, Gautam Buddha Nagar, Uttar Pradesh","PLOT NO. 2-4 , SUNITA NARAKE NAGAR KALAMBA, KOLHAPUR, महाराष्ट्र",India,India,0
S1-14673661,S2-583319937,S2,Desert Assets Inc,Apogee Thacker LLC,"510 Thach Avenue, Unit 219, Arden, NC","1719 HOMESTEAD DR, APPLETON, WI",US,US,0
S1-523410884,S3-577925164,S3,Fortune Fortune Construction Pvt Ltd,Empirical Alco [Private],"Flat No 01/1002 Hills And Dales Phase 3, Sr No 13, 15 Undri, Pune, Maharashtra","F-88b/89b, New Delhi, East Delhi, दिल्ली",India,India,0
S1-255901157,S2-805342460,S2,North Healthcare Private Limited,Ground Floor Jangpura  Extension Solutions Pvt. Ltd.,"9, Abhishek Premises Co-Op. Society Ltd, C-5, Dalia, Industrial Estate, Off New Link Road, Andheri (West), Mumbai, Maharashtra","H.NO 555 D-17, GROUND FLOOR JANGPURA EXTENSION, दिल्ली",India,India,0
S1-271996488,S3-470923526,S3,Caldent Allocation LLC,Llc Signature Purp0se,"12531 Patch Drive, AZ, Vail","305 Susannah Court, Bldg. F, Nashville, Tennessee",US,US,0
S1-571393201,S3-883028019,S3,Golden Massage,Desert Worldwide  LLC,"113 Stonewall Drive, Hendersonville, TN","2014 Oliver Dr, Mt Juliet, Tennessee",US,US,0
S1-778376128,S3-214281792,S3,Alexi Hanlon Offshore LLC,Inc Total Yhn,"NC, 4787 Pixley-pritchard Road, Timberlake","1020 Greenhead View Road, Charlotte, North Carolina",US,US,0
S1-739317158,S3-436316490,S3,Jaipur Metal,सदर्न इंफ्रा प्रा. लि.,"155 Awho Colony, Pirupuram, Jaipur, Rajasthan","B 15 1408 Type B 14Th Floor 1 B 1408 Supertech Eco Village Ii, Gautam Buddha Nagar, West Greater Noida, UP",India,India,0
S1-836251978,S3-935948346,S3,Blue Solutions,Nav  & Partners Private Ltd,"The Millenium Tower, 7 Fr, Nr. Nana Mava Circle, Rajkot, Gujarat",,India,India,0
S1-820490299,S3-333658585,S3,Asian Software,servicesoceannetworks.com,"204 Bldg, B Fl F-5, Patankar Park, E Ward New Shahupuri, Kolhapur, Maharashtra","Swati Bldg Gr Flrnorth Avenue Rd Santacruz West, Mumbai, MH",India,India,0
S1-257012984,S3-686045969,S3,Rosaleen Shields Ace Air LP,"Shields, Rosaleen Air LP Services","5074 145th Avenue, Anchorage, AK","5074 145th Ave, Anchorage, Alaska",US,US,1
S1-418332276,S2-446505310,S2,Jaipur Productions Limited,MUMBAICARBONS.COM | www.mumbaicarb.com,"267/23 Rhb Pratap Nagar Sanganer, Jaipur, Rajasthan","H.NO 2 ND FLOOR, 20 MILAN GARMENT HUB, MILAN SUBWAY RAOD, SANTACURZ (W), MUMBAI, Maharashtra",India,India,0
S1-996195745,S2-171383324,S2,Chennai Organics Private Limited,डिजिटल मार्केटिंग प्राइवेट लिमिटेड,"3, Chellappa Street Annai Nagar, Korattur, Chennai, Thiruvallur, Tamil Nadu","#42/03 PANCHU KUMAR KI, null, INDORE, Madhya Pradesh",India,India,0
S1-261785622,S3-95065135,S3,Arunesh Farmer,Harsh Hospital LLP,"Thrissur, Kerala, Chavakkad, Attupuram, Punnayurkulam, Thrissur, Chavakkad, Kerala, India, 10/280","DL, Hauz Rani, New Delhi, South Delhi, H.no 367. House No-300",India,India,0
S1-245670801,S3-706580346,S3,Blue Shakti Technology Pvt Ltd,Seema Designs Limited,"6Th Floor -A-605-A-607 Summit, Tcg3/3, Vibhuti Khand, Lucknow, Uttar Pradesh","804, Maker Chanbers V, Nariman Point, Mumbai, Mumbai City, MH",India,India,0
S1-666685179,S3-499185314,S3,Jo-Anne Seals Abrdn LLC,1387 Mountain View St Management Ltd,"8902 19th Avenue, Unit 3077, Phoenix, AZ","24814d Lawton Ave, LOMA Ilnda, California",US,US,0
S1-910010822,S2-779194856,S2,Hemant Growth Private Limited,Mr Hemant Growth  Private Limited,"Maharashtra, Mumbai, A Wing V P Rd Andheri W, Mumbai, 1502 Atlantic Sagar City","#502 ATLANTIC SAGAR CITY, A WING V P RD ANDHERI W, MUMBAI, Maharashtra",India,India,1
S1-331474359,S3-938290130,S3,Advanced Trading Group,Bauman & Patterson Marketing Inc,"4231 Woodlake Place, Unit 318, Raleigh, NC","370 Berry Road, Campbellsville, Kentucky",US,US,0
S1-951027926,S3-384106457,S3,Classic Hospitality Labs LLC,LP Lakes Freeberl Minerals,"2802 Alden Avenue, Dallas, TX","265th Pl, Covington, Washington",US,US,0
S1-479296452,S3-853446016,S3,PZK Calamos Company,Mendez's Quality PLLC Partners,"5 Paramount Drive, Seymour, CT","#5152 88rd St, Clevelnd, Ohio",US,US,0
S1-579155297,S2-717190336,S2,Ace Electronics Associates,@aceelectronics,"17001 105th Avenue, Unit #2, Puyallup, WA","17001 105TH AVE, PUYALLUP, WA",US,US,1
S1-552778349,S3-914960853,S3,Primary Care Partners,Primary Partners Ccshe,"Rochester, NY, 273 Jefferson Avenue","273 Jefferson Avenue, Rochester, New York",US,US,1
S1-293634281,S2-407644854,S2,Prime Exports Private Limited,हाईटेक एस्टेट प्रा. लि.,"Gujarat, Block No-538/Subdiv-A, Village-Kanjat, Taluka-Padra, Vadodara","514, MUMBAI, MUMBAI CITY, Maharashtra",India,India,0
S1-977178715,S3-234812735,S3,Family Partners of Sylva,Family Partners of Center,"NC, 26 King Street, Sylva","26 King St, Sylva, North Carolina",US,US,1
S1-805471462,S2-344129994,S2,Work (India) Studio Limited,REDEX RESORTS (INDIA) PVT,"Madhya Pradesh, 7/1 New Palasiya S.No 303, Indore, Ratnamani Complex Indore, Indore","Tamil Nadu, NULL, S.NO.##429/ 2N5, N.NO 1/358, SOWMYA NGR, 20TH ST EXTN, TAMBARAM",India,India,0
